-4.041448117205670987e-01,-4.041448117205670987e-01,-4.024977096127493326e-01,-3.817030455015500423e-01,-3.261133493627004221e-01,-3.172601755331799223e-01,3.284540358737320531e+00,1.796383604323968708e+00,-1.625226532948311625e-02,-4.039389239570898571e-01,-4.041448117205670987e-01,-4.041448117205670987e-01,-4.041448117205670987e-01,-4.041448117205670987e-01,-4.041448117205670987e-01,-4.041448117205670987e-01
-3.900934797197577741e-01,-3.900934797197577741e-01,-3.898971445302165106e-01,-3.643735698898548647e-01,-3.152897725045440414e-01,-2.558002100735473627e-01,3.455720213014115583e+00,1.492368317601682870e+00,-1.134571976561459666e-01,-3.887191333929690407e-01,-3.898971445302165106e-01,-3.900934797197577741e-01,-3.900934797197577741e-01,-3.900934797197577741e-01,-3.900934797197577741e-01,-3.900934797197577741e-01
-2.902060040166997701e-01,-2.902060040166997701e-01,-2.860509292388320746e-01,-2.154146580150805290e-01,-3.466890517783393494e-02,-2.050269710704111792e-01,3.864868773851037886e+00,-2.216472701818821278e-01,-2.902060040166997701e-01,-2.902060040166997701e-01,-2.902060040166997701e-01,-2.902060040166997701e-01,-2.902060040166997701e-01,-2.902060040166997701e-01,-2.902060040166997701e-01,-2.902060040166997701e-01
-2.644078413834142771e-01,-2.632502733073103229e-01,-1.984264610454882227e-01,-2.485877443433267553e-01,3.872483225261915685e+00,-2.538611100233559292e-01,-2.642792227082916279e-01,-2.644078413834142771e-01,-2.644078413834142771e-01,-2.644078413834142771e-01,-2.644078413834142771e-01,-2.644078413834142771e-01,-2.644078413834142771e-01,-2.644078413834142771e-01,-2.644078413834142771e-01,-2.644078413834142771e-01
-4.250403010080602839e-01,-4.248316730724794321e-01,-4.235799054589943213e-01,-4.035516236432327708e-01,-3.337655791914384551e-01,-1.483996584278532982e-01,3.282278114263642799e+00,1.765865964494235163e+00,8.578519926165072140e-02,-4.245187311691081544e-01,-4.250403010080602839e-01,-4.250403010080602839e-01,-4.250403010080602839e-01,-4.250403010080602839e-01,-4.250403010080602839e-01,-4.250403010080602839e-01
-2.661174186838474731e-01,-2.658511514898670436e-01,-1.694624272689399802e-01,-2.544016621487071861e-01,3.871941042966504654e+00,-2.567980668945313294e-01,-2.650523499079256440e-01,-2.655848842958865585e-01,-2.658511514898670436e-01,-2.661174186838474731e-01,-2.661174186838474731e-01,-2.661174186838474731e-01,-2.661174186838474731e-01,-2.661174186838474731e-01,-2.661174186838474731e-01,-2.661174186838474731e-01
-2.669858125559927964e-01,-2.643932453405434257e-01,-1.937457887195488115e-01,-2.274491625203902967e-01,3.872177375269657773e+00,-2.373009179390977996e-01,-2.677635827206276131e-01,-2.682820961637174539e-01,-2.682820961637174539e-01,-2.682820961637174539e-01,-2.682820961637174539e-01,-2.682820961637174539e-01,-2.682820961637174539e-01,-2.682820961637174539e-01,-2.682820961637174539e-01,-2.682820961637174539e-01
-2.932254221359655300e-01,-2.886866216643350080e-01,-1.162122037423739679e-01,-1.653825421850382837e-01,3.863559343132349611e+00,-7.158066577134018782e-02,-2.894430884096067524e-01,-2.932254221359655300e-01,-2.932254221359655300e-01,-2.932254221359655300e-01,-2.932254221359655300e-01,-2.932254221359655300e-01,-2.932254221359655300e-01,-2.932254221359655300e-01,-2.932254221359655300e-01,-2.932254221359655300e-01
-4.052064138611012889e-01,-4.052064138611012889e-01,-4.041523325763986541e-01,-3.676108480400409606e-01,-3.145554233766754137e-01,-2.351479665957442178e-01,3.152317922010262841e+00,2.022342784809047167e+00,-2.063364114805391059e-01,-4.052064138611012889e-01,-4.052064138611012889e-01,-4.052064138611012889e-01,-4.052064138611012889e-01,-4.052064138611012889e-01,-4.052064138611012889e-01,-4.052064138611012889e-01
-3.682884300715411618e-01,-3.682884300715411618e-01,-3.659964756253549778e-01,-3.247412955940038315e-01,-2.659144648085586260e-01,7.138483118850694198e-02,3.698784734685828468e+00,8.239098743529681412e-01,-3.228313335555153540e-01,-3.682884300715411618e-01,-3.682884300715411618e-01,-3.682884300715411618e-01,-3.682884300715411618e-01,-3.682884300715411618e-01,-3.682884300715411618e-01,-3.682884300715411618e-01
